text,intent,target_category,safe_response_template,requires_medical_disclaimer
I need baby bath and lotion products such as Nursing Pads Pack,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Show caregiver-managed baby care items,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
What can I browse for diaper care,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
I want routine infant care supplies such as Toddler Toothbrush Set,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Suggest baby wipes and gentle wash,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
I need baby bath and lotion products such as Baby Gentle Wash,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Show caregiver-managed baby care items such as Baby Moisture Lotion,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
What can I browse for diaper care such as Diaper Rash Cream,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
I want routine infant care supplies such as Infant Nasal Aspirator,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Suggest baby wipes and gentle wash such as Baby Wipes Sensitive,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for i need baby bath and lotion products,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for show caregiver-managed baby care items,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for what can i browse for diaper care,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for i want routine infant care supplies,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for suggest baby wipes and gentle wash,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
I need baby bath and lotion products such as Baby Gentle Wash,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Show caregiver-managed baby care items,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
What can I browse for diaper care,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
I want routine infant care supplies such as Infant Nasal Aspirator,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Suggest baby wipes and gentle wash,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
I need baby bath and lotion products,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for show caregiver-managed baby care items,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for what can i browse for diaper care,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for i want routine infant care supplies,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Suggest baby wipes and gentle wash,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for i need baby bath and lotion products,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Show caregiver-managed baby care items such as Baby Moisture Lotion,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
What can I browse for diaper care,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
I want routine infant care supplies,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for suggest baby wipes and gentle wash,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
I need baby bath and lotion products such as Nursing Pads Pack,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for show caregiver-managed baby care items,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for what can i browse for diaper care,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
I want routine infant care supplies,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Suggest baby wipes and gentle wash,baby_care_support,Mother & Baby,You may want to browse Mother & Baby products for routine caregiver-managed care. Ask a pediatric professional for health concerns.,true
Can you recommend a product category for i need bandages and gauze,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
What should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I want antiseptic wipes and medical tape,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for suggest basic first aid products,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I need bandages and gauze,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for what should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I want antiseptic wipes and medical tape such as First Aid Box,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Suggest basic first aid products,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for i need bandages and gauze,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
What should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for show supplies for minor cuts,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for i want antiseptic wipes and medical tape,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Suggest basic first aid products,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for i need bandages and gauze,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
What should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts such as Burn Gel Sachets,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for i want antiseptic wipes and medical tape,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for suggest basic first aid products,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for i need bandages and gauze,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for what should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts such as Medical Tape Roll,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I want antiseptic wipes and medical tape such as Antiseptic Wipes,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Suggest basic first aid products,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for i need bandages and gauze,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for what should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts such as Burn Gel Sachets,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I want antiseptic wipes and medical tape,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Suggest basic first aid products such as Complete First Aid Kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I need bandages and gauze such as Adhesive Bandage Pack,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
What should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for show supplies for minor cuts,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for i want antiseptic wipes and medical tape,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Suggest basic first aid products such as Elastic Bandage Wrap,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I need bandages and gauze such as Instant Cold Pack,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
What should go in a home first aid kit such as Tweezers and Scissors Set,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I want antiseptic wipes and medical tape,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Suggest basic first aid products such as Complete First Aid Kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for i need bandages and gauze,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for what should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I want antiseptic wipes and medical tape,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for suggest basic first aid products,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I need bandages and gauze,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for what should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts such as Burn Gel Sachets,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I want antiseptic wipes and medical tape,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Suggest basic first aid products such as Complete First Aid Kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I need bandages and gauze,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
What should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts such as Medical Tape Roll,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I want antiseptic wipes and medical tape such as Antiseptic Wipes,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Suggest basic first aid products,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I need bandages and gauze such as Instant Cold Pack,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for what should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for show supplies for minor cuts,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I want antiseptic wipes and medical tape such as First Aid Box,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for suggest basic first aid products,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for i need bandages and gauze,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for what should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for i want antiseptic wipes and medical tape,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for suggest basic first aid products,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I need bandages and gauze such as Instant Cold Pack,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Can you recommend a product category for what should go in a home first aid kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Show supplies for minor cuts,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
I want antiseptic wipes and medical tape,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Suggest basic first aid products such as Complete First Aid Kit,first_aid_support,First Aid,"You may want to browse First Aid products such as bandages, gauze, antiseptic wipes, or basic kits for minor home care.",true
Do you sell a digital thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for i want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for what medical devices are available,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you sell a digital thermometer such as Nebulizer Accessory Kit,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices such as Weekly Pill Organizer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for i want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
What medical devices are available,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you sell a digital thermometer such as Digital Blood Pressure Monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for i want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for what medical devices are available,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers such as Adjustable Wrist Support,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for do you sell a digital thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices such as Weekly Pill Organizer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
I want a blood pressure monitor such as Walking Cane Grip,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
What medical devices are available,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for do you sell a digital thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices such as Pulse Oximeter,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
I want a blood pressure monitor such as Digital Thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
What medical devices are available,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you sell a digital thermometer such as Nebulizer Accessory Kit,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for i want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
What medical devices are available such as Digital Weighing Scale,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for do you sell a digital thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices such as Pulse Oximeter,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for i want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for what medical devices are available,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers such as Adjustable Wrist Support,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for do you sell a digital thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
I want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
What medical devices are available,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you sell a digital thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for show home monitoring devices,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
I want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
What medical devices are available such as Reusable Hot Cold Pack,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for do you sell a digital thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
I want a blood pressure monitor such as Walking Cane Grip,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
What medical devices are available,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you sell a digital thermometer such as Digital Blood Pressure Monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices such as Pulse Oximeter,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
I want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
What medical devices are available such as Reusable Hot Cold Pack,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for do you sell a digital thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for i want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
What medical devices are available,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers such as First Response Timer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for do you sell a digital thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices such as Pulse Oximeter,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for i want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Can you recommend a product category for what medical devices are available,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you sell a digital thermometer,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Show home monitoring devices,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
I want a blood pressure monitor,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
What medical devices are available such as Digital Weighing Scale,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Do you carry pill organizers,medical_device_question,Medical Devices,You may want to browse Medical Devices for home-use monitoring or comfort tools. Follow device instructions and ask a professional when unsure.,true
Where can I check my order status,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can you show my order history please,order_status_question,,You can check order progress from the customer orders page after logging in.,false
How do I know whether my order was created in the app,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where is the order confirmation page for the academic demo,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can staff see my order for fulfillment without sharing private health data,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where can I check my order status,order_status_question,,You can check order progress from the customer orders page after logging in.,false
